Site ID	Name	Principal Investigator	Data Use Policy	AmeriFlux BASE Data	AmeriFlux FLUXNET Data	Vegetation Abbreviation (IGBP)	Vegetation Description (IGBP)	Climate Class Abbreviation (Koeppen)	Climate Class Description (Koeppen)	Mean Average Precipitation (mm)	Mean Average Temperature (degrees C)	Country	Latitude (degrees)	Longitude (degrees)	Elevation (m)	Years of AmeriFlux BASE Data	AmeriFlux BASE DOI	Years of AmeriFlux FLUXNET Data	AmeriFlux FLUXNET DOI	Site Start	Site End	BASE variables available	FLUXNET variables available
"US-Mi1"	"LTAR UCB (Upper Chesapeake Bay) Miscanthus 1"	"Sarah Goslee (sarah.goslee@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"CVM"	"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape"	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1012.7"	"10.5"	"USA"	"41.7727"	"-80.6313"	"290"	"2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1865479"	""	"https://doi.org/"	"2015"	"2019"	"CO2, CO2_MIXING_RATIO, FC, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, MO_LENGTH, NETRAD, PA, PPFD_IN, P_RAIN, SWC, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-Mi2"	"LTAR UCB (Upper Chesapeake Bay) Miscanthus 2"	"Sarah Goslee (sarah.goslee@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"CVM"	"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape"	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1012.7"	"10.5"	"USA"	"41.5479"	"-80.8550"	"280"	"2015, 2016, 2017"	"https://doi.org/10.17190/AMF/1865480"	""	"https://doi.org/"	"2015"	"2017"	"CO2, CO2_MIXING_RATIO, FC, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, MO_LENGTH, NETRAD, PA, PPFD_IN, P_RAIN, SWC, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-Mi3"	"LTAR UCB (Upper Chesapeake Bay) Miscanthus 3"	"Sarah Goslee (sarah.goslee@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"CVM"	"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape"	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1012.7"	"10.5"	"USA"	"41.8222"	"-80.6370"	"270"	"2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1865481"	""	"https://doi.org/"	"2015"	"2019"	"CO2, CO2_MIXING_RATIO, FC, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, MO_LENGTH, NETRAD, PA, PPFD_IN, P_RAIN, SWC, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-Mj1"	"Montana Judith Basin wheat field"	"Paul C. Stoy (pcstoy@wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Bsk"	"Steppe: warm winter"	"388"	"6.6"	"USA"	"46.9948"	"-109.6137"	"1285"	"2013, 2014"	"https://doi.org/10.17190/AMF/1617715"	""	"https://doi.org/"	"2013"	"2014"	"ALB, CO2, FC, FC_SSITC_TEST, FETCH_90, FETCH_MAX, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, PPFD_IN, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-Mj2"	"Montana Judith Basin summer fallow field"	"Paul C. Stoy (pcstoy@wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Bsk"	"Steppe: warm winter"	"388"	"6.6"	"USA"	"46.9957"	"-109.6295"	"1277"	"2014"	"https://doi.org/10.17190/AMF/1617716"	""	"https://doi.org/"	"2014"	"2014"	"ALB, FC, FC_SSITC_TEST, FETCH_90, FETCH_MAX, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-MMS"	"Morgan Monroe State Forest"	"Rich Phillips (rpp6@indiana.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1032"	"10.85"	"USA"	"39.3232"	"-86.4131"	"275"	"1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246080"	"1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1854369"	"1999"	""	"CO2, FC, G, H, H2O, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_BC_IN, PPFD_DIF, PPFD_IN, RECO, RH, SW_BC_IN, SW_BC_OUT, SWC, SW_IN, SW_OUT, TA, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA"	""
"US-Mo1"	"LTAR CMRB Field 1 (CMRB ASP)"	"Adam Schreiner-McGraw (Adam.Schreiner-McGraw@usda.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"981"	"12"	"USA"	"39.2298"	"-92.1167"	"260"	"2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1870588"	"2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229382"	"2015"	""	"CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, G, GPP, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SG, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA"	""
"US-Mo2"	"LTAR CMRB Tucker Prairie (CMRB TP)"	"Adam Schreiner-McGraw (Adam.Schreiner-McGraw@usda.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"981"	"12"	"USA"	"38.9488"	"-91.9945"	"275"	"2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1902276"	"2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229383"	"2017"	""	"CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, G, GPP, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SG, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA"	""
"US-Mo3"	"LTAR CMRB Field 3 (CMRB BAU)"	"Adam Schreiner-McGraw (Adam.Schreiner-McGraw@usda.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"981"	"12"	"USA"	"39.2311"	"-92.1497"	"261"	"2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1870589"	"2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229384"	"2016"	""	"CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, G, GPP, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SG, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA"	""
"US-MOz"	"Missouri Ozark Site"	"Lianhong Gu (lianhong-gu@ornl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"986"	"12.11"	"USA"	"38.7441"	"-92.2000"	"219.40"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1246081"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1854370"	"2004"	""	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, TS, USTAR, WD, WS"	""
"US-Mpj"	"Mountainair Pinyon-Juniper Woodland"	"Marcy Litvak (mlitvak@unm.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"WSA"	"Woody Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 30-60%. The forest cover height exceeds 2 meters."	"Bsk"	"Steppe: warm winter"	"385"	"10.5"	"USA"	"34.4385"	"-106.2377"	"2196"	"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246123"	"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1832161"	"2007"	""	"CO2, FC, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, USTAR, VPD, WD, WS"	""
"US-MRf"	"Mary's River (Fir) site"	"Bev Law (bev.law@oregonstate.edu)"	"Legacy"	"Yes"	"No"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Csb"	"Mediterranean: mild with dry, warm summer"	"1819.59"	"10.24"	"USA"	"44.6465"	"-123.5515"	"263"	"2006, 2007, 2008, 2009, 2010, 2011"	"https://doi.org/10.17190/AMF/1246049"	""	"https://doi.org/"	"2006"	"2011"	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-MRM"	"Marsh Resource Meadowlands Mitigation Bank"	"Karina Schafer (karinavr@rutgers.edu)"	"Legacy"	"No"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1120"	"13.5"	"USA"	"40.8164"	"-74.0435"	"1"	""	"https://doi.org/"	""	"https://doi.org/"	"2009"	"2019"	""	""
"US-MSR"	"Montana Sun River winter wheat "	"Paul Stoy (pcstoy@wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Bsk"	"Steppe: warm winter"	"374"	"7"	"USA"	"47.4758"	"-111.7207"	"1110"	"2016"	"https://doi.org/10.17190/AMF/1617717"	""	"https://doi.org/"	"2016"	"2016"	"ALB, APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NDVI, NETRAD, P, PPFD_IN, PPFD_OUT, PRI, RH, SPEC_NIR_IN, SPEC_NIR_OUT, SPEC_NIR_REFL, SPEC_PRI_REF_IN, SPEC_PRI_REF_OUT, SPEC_PRI_REF_REFL, SPEC_PRI_TGT_IN, SPEC_PRI_TGT_OUT, SPEC_PRI_TGT_REFL, SPEC_RED_IN, SPEC_RED_OUT, SPEC_RED_REFL, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA"	""
"US-MtB"	"Mt Bigelow"	"Greg Barron-Gafford (gregbg@email.arizona.edu)"	"CC-BY-4.0"	"Yes"	"No"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dwb"	"Warm Summer Continental: dry winters "	"790"	"9.3"	"USA"	"32.4160"	"-110.7256"	"2573"	"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1579717"	""	"https://doi.org/"	"2009"	""	"CO2, D_SNOW, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, T_BOLE, TS, T_SONIC, USTAR, VPD, WD, WS"	""
"US-MVF"	"Montana Vaughn Fallow"	"Paul Stoy (pcstoy@wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Bsk"	"Steppe: warm winter"	"374"	"7"	"USA"	"47.6867"	"-111.4659"	"1128"	"2017"	"https://doi.org/10.17190/AMF/1829507"	""	"https://doi.org/"	"2017"	"2017"	"ALB, CO2, CO2_SIGMA, FC, FC_SSITC_TEST, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, NETRAD, P, RH, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-MVW"	"Montana Vaughn Wheat"	"Paul Stoy (pcstoy@wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Bsk"	"Steppe: warm winter"	"374"	"7"	"USA"	"47.6729"	"-111.4889"	"1134"	"2017"	"https://doi.org/10.17190/AMF/1829508"	""	"https://doi.org/"	"2017"	"2017"	"ALB, CO2, CO2_SIGMA, FC, FC_SSITC_TEST, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, NETRAD, P, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-MWA"	"Jackson Agricultural Field"	"Jiquan Chen (jqchen@msu.edu)"	"Legacy"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"800"	"9.11"	"USA"	"42.2143"	"-84.8539"	"290"	"2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1782819"	""	"https://doi.org/"	"2018"	""	"CO2, CO2_MIXING_RATIO, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, RH, SWC, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-MWF"	"Kellogg Experimental Forest"	"Jiquan Chen (jqchen@msu.edu)"	"Legacy"	"Yes"	"No"	"MF"	"Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape."	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"842"	"9"	"USA"	"42.3660"	"-85.3526"	"256"	"2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1782820"	""	"https://doi.org/"	"2018"	""	"CO2, CO2_MIXING_RATIO, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, H, H2O, H2O_MIXING_RATIO, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, P, RH, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-MWS"	"Michigan State University Campus Site - Spartans"	"Jiquan Chen (jqchen@msu.edu)"	"Legacy"	"Yes"	"No"	"URB"	"Urban and Built-Up Lands: Land covered by buildings and other man-made structures."	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"807"	"9.1"	"USA"	"42.7293"	"-84.4737"	"261"	"2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1782821"	""	"https://doi.org/"	"2018"	""	"CO2, CO2_MIXING_RATIO, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, H, H2O, H2O_MIXING_RATIO, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, P, SW_IN, SW_OUT, TAU, TAU_SSITC_TEST, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-MWU"	"Battle Creek Area Mathematics and Science Center"	"Jiquan Chen (jqchen@msu.edu)"	"Legacy"	"Yes"	"No"	"URB"	"Urban and Built-Up Lands: Land covered by buildings and other man-made structures."	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"842"	"9"	"USA"	"42.3228"	"-85.1871"	"256"	"2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1782823"	""	"https://doi.org/"	"2018"	""	"CO2, CO2_MIXING_RATIO, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, H, H2O, H2O_MIXING_RATIO, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, P, PPFD_IN, RH, TA, TAU, TAU_SSITC_TEST, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-MWW"	"Allegan Wetland"	"Jiquan Chen (jqchen@msu.edu)"	"Legacy"	"Yes"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"926"	"10"	"USA"	"42.6689"	"-86.0229"	"209"	"2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1804490"	""	"https://doi.org/"	"2018"	""	"CO2, CO2_MIXING_RATIO, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, H, H2O, H2O_MIXING_RATIO, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, PPFD_IN, RH, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, T_SONIC, T_SONIC_SIGMA, TW, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-Myb"	"Mayberry Wetland"	"Dennis Baldocchi (baldocchi@berkeley.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Csa"	"Mediterranean: mild with dry, hot summer"	"338"	"15.9"	"USA"	"38.0499"	"-121.7650"	"-4"	"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1246139"	"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1871139"	"2010"	""	"CH4, CO2, COND_WATER, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, GPP, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RECO, RH, SPEC_NIR_IN, SPEC_NIR_OUT, SPEC_RED_IN, SPEC_RED_OUT, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL"	""
"US-NC1"	"NC_Clearcut"	"Asko Noormets (noormets@tamu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1320"	"16.6"	"USA"	"35.8118"	"-76.7119"	"5"	"2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/1246082"	"2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/1902836"	"2005"	"2013"	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-NC2"	"NC_Loblolly Plantation"	"Asko Noormets (noormets@tamu.edu)"	"CC-BY-4.0"	"Yes"	"No"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1320"	"16.6"	"USA"	"35.8030"	"-76.6685"	"5"	"2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246083"	""	"https://doi.org/"	"2005"	""	"CH4, CO2, FC, FCH4, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL"	""
"US-NC3"	"NC_Clearcut#3"	"Asko Noormets (noormets@tamu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1320"	"16.6"	"USA"	"35.7990"	"-76.6560"	"5"	"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1419506"	"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2204872"	"2013"	"2021"	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL"	""
"US-NC4"	"NC_AlligatorRiver"	"John King (john_king@ncsu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1311"	"16.6"	"USA"	"35.7879"	"-75.9038"	"1"	"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1480314"	"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1902837"	"2009"	""	"CH4, CO2, FC, FCH4, G, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, SH, SWC, SW_IN, SW_OUT, TA, TAU, TS, T_SONIC, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL"	""
